 wavelength   u             g             r            i            z            Y            VR             
  840          0.00265803    3.5152E-4     1.3901E-4    93.04306207  2.74403862   7.22E-5      0.0020013793   
  841          0.00316669    1.7068E-4     -1.3531E-4   92.71771034  3.31121448   -2.318E-4    0.0023110345   
  842          0.00423003    5.691E-4      2.3117E-4    92.55213448  4.17912276   1.3032E-4    0.0024417241   
  843          0.00370359    4.8067E-4     2.2479E-4    92.52953793  5.49952965   -8.56E-5     0.0024317241   
  844          0.00406852    1.7672E-4     -1.3796E-4   92.61165862  7.55911414   5.24E-6      0.0030089655   
  845          0.00456338    3.5045E-4     2.2124E-4    92.79101379  10.73176897  1.9211E-4    0.0029337931   
  846          0.00469514    2.0871E-4     1.5234E-4    93.07452414  15.42966448  -1.2804E-4   0.0031575862   
  847          0.00513693    3.42E-4       -1.41E-5     93.46426207  22.00398586  2.0921E-4    0.0035706897   
  848          0.00513269    4.3365E-4     2.4827E-4    93.94014138  30.53595207  1.9069E-4    0.0039424138   
  849          0.00663314    4.2458E-4     4.0801E-4    94.46314138  40.63275517  1.8074E-4    0.0049017241   
  850          0.00641797    2.9622E-4     2.6784E-4    94.72206207  51.51821034  -1.1652E-4   0.00544        
  851          0.02341776    5.8267E-4     4.8361E-4    94.24623448  62.20096552  9.12E-5      0.0065634483   
  852          0.01628452    5.2984E-4     4.4142E-4    92.36890345  71.69527586  5.66E-5      0.0066413793   
  853          0.01909386    6.9884E-4     4.7647E-4    88.34862414  79.3688      1.53E-5      0.0058034483   
  854          0.01761586    4.3542E-4     3.8238E-4    81.7025      85.03697931  1.6402E-4    0.0068872414   
  855          0.01831955    9.3665E-4     2.1039E-4    72.50379655  88.83037241  2.1708E-4    0.0070348276   
  856          0.01711855    9.5519E-4     4.6154E-4    61.33464483  91.08718621  1.6039E-4    0.0056510345   
  857          0.01748162    8.9672E-4     2.6552E-4    49.21193793  92.22024483  1.1414E-4    0.0044306897   
  858          0.01299548    0.001074      5.5413E-4    37.41056552  92.63952414  -3.86E-5     0.0042372414   
  859          0.01449576    5.846E-4      3.1943E-4    27.04745103  92.65912414  2.3487E-4    0.0048975862   
  860          0.01810728    6.1237E-4     1.1182E-4    18.71492448  92.53281034  3.97E-5      0.0054034483   
  861          0.01929755    6.5584E-4     5.2204E-4    12.55366655  92.46241724  1.2567E-4    0.0047368966   
  862          0.01554376    4.1703E-4     5.4321E-4    8.33409172   92.54753793  2.0507E-4    0.0043868966   
  863          0.01689221    5.6428E-4     4.972E-4     5.6077       92.84224483  3.5312E-4    0.0058041379   
  864          0.01734176    4.2353E-4     5.8022E-4    3.85747448   93.31078966  -1.9048E-4   0.0058827586   
  865          0.01603124    2.0484E-4     1.3134E-4    2.77122035   93.87703103  9.02E-5      0.0048831034   
  866          0.01432976    5.9624E-4     4.7024E-4    2.11114276   94.47881724  1.6229E-4    0.0055275862   
  867          0.01356224    4.3505E-4     4.8056E-4    1.67854276   95.02047586  2.651E-4     0.0051565517   
  868          0.01141024    4.2608E-4     3.4887E-4    1.3884731    95.44791724  7.94E-5      0.0049037931   
  869          0.01912424    4.1023E-4     4.7074E-4    1.19678441   95.74262414  -1.4919E-4   0.0046362069   
  870          0.01775545    2.8645E-4     6.6998E-4    1.05071514   95.91175517  2.7783E-4    0.004697931    
  871          0.01740948    4.2577E-4     4.2294E-4    0.92439335   95.96703448  3.3319E-4    0.0040848276   
  872          0.01114048    9.75E-5       0.00251401   0.84041714   95.94359655  1.9509E-4    0.0046444828   
  873          0.0153199     5.0875E-4     0.00319451   0.79076476   95.87898276  2.7946E-4    0.0037913793   
  874          0.01403835    1.499E-4      0.00315632   0.73034031   95.8117069   1.0728E-4    0.004002069    
  875          0.01367897    4.9434E-4     0.00167709   0.66178286   95.77550345  5.16E-5      0.0053951724   
  876          0.01202269    3.933E-4      8.9311E-4    0.61381659   95.78500345  -1.02E-5     0.003322069    
  877          0.01197479    7.4694E-4     5.6088E-4    0.44634622   95.85485172  6.3092E-4    0.0048227586   
  878          0.00996872    6.6559E-4     6.775E-4     0.30408198   95.98385517  -1.4764E-4   0.0035882759   
  879          0.01206697    7.7784E-4     3.69E-5      0.21000964   96.1661069   3.4542E-4    0.0036017241   
  880          0.01038548    5.4172E-4     8.9897E-4    0.14801279   96.40143448  3.8051E-4    0.0044855172   
  881          0.01378662    0.00114209    5.7275E-4    0.10622592   96.64269655  5.232E-4     0.0041627586   
  882          0.01118062    0.00130439    0.00189886   0.07798663   96.8816931   5.8815E-4    0.0035141379   
  883          0.01251924    0.00133513    0.00402299   0.05711672   97.10404828  1.6593E-4    0.0042596552   
  884          0.01120555    9.8568E-4     0.00539825   0.04099653   97.2888      8.17E-5      0.0031896552   
  885          0.00886334    8.5798E-4     0.00241732   0.03223415   97.42983103  3.2002E-4    0.00411        
  886          0.01082938    2.6441E-4     9.1265E-4    0.02508678   97.51457931  3.9514E-4    0.0037472414   
  887          0.01229145    5.9148E-4     8.3163E-4    0.01967343   97.53057241  3.63E-5      0.0043351724   
  888          0.01049121    2.1846E-4     6.4704E-4    0.01554175   97.47488276  2.576E-4     0.0040965517   
  889          0.008793      2.3551E-4     0.00105952   0.01252644   97.35998276  5.2742E-4    0.0031148276   
  890          0.010526      6.1001E-4     2.3007E-4    0.01027092   97.22111379  -5.1161E-4   0.003247931    
  891          0.01199017    -6.0E-6       8.26E-5      0.00819799   97.05672414  6.6744E-4    0.0041344828   
  892          0.01031283    8.1141E-4     7.1287E-4    0.00710743   96.87380345  9.05E-5      0.0031758621   
  893          0.01314162    1.9613E-4     5.1006E-4    0.00616072   96.69061724  5.7727E-4    0.0027482759   
  894          0.01088462    5.8031E-4     3.7105E-4    0.00603162   96.53332759  1.1694E-4    0.0026251724   
  895          0.00941438    3.1434E-4     5.5326E-4    0.0047277    96.42453448  6.7062E-4    0.002787931    
  896          0.00815341    3.0318E-4     0.00117424   0.00447425   96.36672069  1.2712E-4    0.0022727586   
  897          0.01034203    4.4719E-4     7.22E-5      0.0052732    96.3634931   -4.1119E-4   0.0027672414   
  898          0.00734079    1.2466E-4     -0.00111705  0.00338632   96.42011379  -4.0297E-4   0.002822069    
  899          0.00804579    -0.00180386   -0.00237416  3.2729E-4    96.52657241  -0.00153234  0.0021017241   
  900          0.00943576    0.0018475     2.9942E-4    -0.08517785  96.68707241  -3.699E-4    0.0016141379   
  901          0.00789183    0.00229857    8.764E-4     -0.08685275  96.88285862  -9.5442E-4   0.0028617241   
  902          0.00883117    0.00330507    1.0344E-4    -0.08692025  97.08992069  -8.552E-4    0.0025624138   
  903          0.00978465    0.00319275    -9.62E-5     -0.08777695  97.29114483  1.086E-4     0.002387931    
  904          0.007845      0.00196643    1.4721E-4    -0.08705477  97.46666207  5.3221E-4    0.0029362069   
  905          0.00974379    0.00176426    4.7368E-4    -0.0878105   97.59740345  -4.5711E-4   0.0024041379   
  906          0.0106171     0.00115514    -3.6384E-4   -0.08763669  97.67020345  4.2131E-4    0.00272        
  907          0.00871238    0.00133001    5.66E-5      -0.08701457  97.68177586  2.7262E-4    0.0027386207   
  908          0.00864124    0.00144574    1.1554E-4    -0.08746113  97.64132069  3.1644E-4    0.0023434483   
  909          0.00780403    7.9988E-4     4.0439E-4    -0.0862935   97.55968966  -1.7073E-4   0.0020544828   
  910          0.00860821    8.9392E-4     -5.5771E-4   -0.08674187  97.45434138  0.00118497   0.0023627586   
  911          0.006693      0.00120785    5.4803E-4    -0.0861789   97.34622069  5.1131E-4    0.0026244828   
  912          0.00812972    0.00121119    5.0697E-4    -0.08636499  97.25546207  0.00101094   0.0021672414   
  913          0.00676897    0.0020613     4.6677E-4    -0.08729322  97.19262759  0.00236211   0.0024610345   
  914          0.00666924    0.00140142    3.9E-5       -0.08709166  97.17001034  0.00276824   0.0023072414   
  915          0.00824462    0.00112833    1.2147E-4    -0.08704259  97.20278621  0.0036223    0.0020751724   
  916          0.00734552    9.5759E-4     3.5236E-4    -0.08577967  97.29244483  0.004459     0.0019641379   
  917          0.00594765    0.00107442    1.4915E-4    -0.08627418  97.41575862  0.00531794   0.0017258621   
  918          0.00752593    8.9767E-4     2.03E-5      -0.08694311  97.57823103  0.00559779   0.0018593103   
  919          0.009404      0.00134413    0.00120199   -0.08639     97.75217241  0.00724333   0.0016751724   
  920          0.00855345    8.7708E-4     0.00534888   -0.08687302  97.9163      0.00817344   0.0013186207   
  921          0.00662476    0.00100631    0.00539501   -0.08627837  98.05670345  0.0098887    0.00196        
  922          0.00600817    6.852E-4      0.00307886   -0.08698344  98.14606897  0.01263475   0.0018355172   
  923          0.00814807    7.8217E-4     0.00102665   -0.08582687  98.18432414  0.01646116   0.0016155172   
  924          0.00698186    6.5177E-4     0.00102931   -0.08662549  98.15585517  0.02038113   0.001712069    
  925          0.00621762    9.37E-4       9.4469E-4    -0.08628934  98.04994483  0.02660478   0.0014365517   
  926          0.00625259    7.92E-5       2.5E-5       -0.08586697  97.87303103  0.03580754   0.0016627586   
  927          0.00638214    8.6704E-4     1.0923E-4    -0.08638525  97.64858966  0.04872893   0.0015841379   
  928          0.00507931    3.9848E-4     -4.1616E-4   -0.0861473   97.38671724  0.06831746   0.0015565517   
  929          0.00705828    9.1328E-4     1.5202E-4    -0.08591112  97.10298966  0.09534252   0.0014875862   
  930          0.0076471     0.00105055    7.333E-4     -0.08581094  96.8206      0.13626903   9.486207E-4    
  931          0.00648393    9.2674E-4     -4.43E-5     -0.08637673  96.57003793  0.19739845   0.0014641379   
  932          0.00653697    4.7224E-4     0.00112954   -0.08593891  96.35934828  0.28808516   0.0014427586   
  933          0.00595059    9.9577E-4     -1.8289E-4   -0.0854537   96.20648621  0.37372955   0.0012586207   
  934          0.00785986    5.3075E-4     0.00109537   -0.08589978  96.11768966  0.41384745   0.0013396552   
  935          0.00612403    8.6927E-4     1.5521E-4    -0.08547266  96.08474828  0.45867924   0.00129        
  936          0.00672831    -8.49E-5      -1.8227E-4   -0.08581348  96.10737931  0.51387307   0.0012765517   
  937          0.00607834    6.6617E-4     -6.35E-6     -0.08624208  96.17291724  0.59169207   0.001282069    
  938          0.00548293    4.9593E-4     1.4876E-4    -0.08647369  96.2768069   0.69025862   0.0012003448   
  939          0.00470031    0.00102918    7.0296E-4    -0.08716635  96.40894138  0.81195497   0.0011327586   
  940          0.00565917    7.779E-4      -1.3991E-4   -0.0856058   96.54100345  0.98129128   0.0013037931   
  941          0.00544952    0.0012006     8.0342E-4    -0.08600935  96.67748276  1.2052009    0.0012758621   
  942          0.00489645    5.6525E-4     1.8256E-4    -0.08568265  96.78801379  1.50919965   0.0010406897   
  943          0.0061641     9.4719E-4     8.3809E-4    -0.08631854  96.86003448  1.92787345   0.0012937931   
  944          0.00605914    0.00162133    0.00120815   -0.08627657  96.90074828  2.5152       0.0010103448   
  945          0.00419283    0.00154225    0.00177978   -0.08575347  96.90490345  3.36793138   0.001402069    
  946          0.00625369    0.00278398    3.1625E-4    -0.0851042   96.8665931   4.62959103   0.0013786207   
  947          0.00590293    0.00202726    -2.4122E-4   -0.08521378  96.78788966  6.52424      0.0010972414   
  948          0.00542169    0.00163357    5.5383E-4    -0.08621978  96.68982414  9.37398724   9.110345E-4    
  949          0.00533438    0.00137161    -2.7792E-4   -0.08624889  96.61062069  13.58922379  0.0013572414   
  950          0.00554683    0.00141901    5.0626E-4    -0.086243    96.52042759  19.60723793  0.0010244828   
  951          0.00530265    1.6261E-4     -1.0133E-4   -0.08570878  96.45486897  27.63805517  0.0012603448   
  952          0.00620969    1.7833E-4     -2.1588E-4   -0.08566314  96.42218621  37.51754483  0.0012562069   
  953          0.00476052    4.9698E-4     1.1109E-4    -0.08580343  96.41163103  48.64249655  0.0010713793   
  954          0.00498545    0.001444      -6.8682E-4   -0.08542977  96.44324483  59.96146207  0.0012748276   
  955          0.00604648    0.00171872    -3.79E-5     -0.08513664  96.51504138  70.34892759  9.503448E-4    
  956          0.00521248    7.5711E-4     7.1E-5       -0.08594455  96.6137069   78.9429931   0.0011386207   
  957          0.00532324    7.3579E-4     1.8012E-4    -0.08539631  96.72747586  85.31191034  0.0010341379   
  958          0.00552276    0.00142002    1.3794E-4    -0.0852242   96.85158621  89.51659655  7.944828E-4    
  959          0.00489866    3.6759E-4     3.7934E-4    -0.08531234  96.96984138  92.02636897  7.289655E-4    
  960          0.00523097    8.8402E-4     4.28E-5      -0.08524323  97.07386207  93.40096552  7.586207E-4    
  961          0.00485148    0.00126223    2.0221E-4    -0.08582203  97.15876207  94.13285517  0.0010751724   
  962          0.00527072    3.1049E-4     -3.983E-4    -0.08436657  97.22303793  94.57978966  8.62069E-4     
  963          0.00543559    7.7981E-4     1.9968E-4    -0.08512445  97.26866552  94.93500345  8.196552E-4    
  964          0.00435114    0.00146052    -4.4388E-4   -0.08457083  97.28904138  95.26380345  7.927586E-4    
  965          0.00518672    0.00119595    3.4756E-4    -0.0857745   97.30137586  95.58367586  0.0011913793   
  966          0.00474266    0.00172628    -1.7229E-4   -0.08465127  97.32246552  95.8832      0.0011944828   
  967          0.00482766    0.00187973    3.4428E-4    -0.08544035  97.35903103  96.14173103  8.655172E-4    
  968          0.00590059    4.2165E-4     3.5382E-4    -0.08489903  97.41433103  96.33684483  0.0010682759   
  969          0.00359231    0.00177863    7.4874E-4    -0.08429293  97.49569655  96.4723069   7.831034E-4    
  970          0.00475521    0.00173295    2.5855E-4    -0.08440375  97.60832759  96.54804828  0.0010544828   
  971          0.00513134    0.00171608    -0.00102945  -0.08463025  97.74775862  96.5674931   0.0010310345   
  972          0.00500103    0.0017246     -2.15E-5     -0.08550357  97.89318621  96.54822414  8.444828E-4    
  973          0.0050821     0.00157912    3.849E-4     -0.0842763   98.03728621  96.50147241  7.706897E-4    
  974          0.00481762    0.00138921    2.5051E-4    -0.08513694  98.16392069  96.44496552  7.913793E-4    
  975          0.00424772    0.00102072    3.4901E-4    -0.08471779  98.25799655  96.39393103  9.513793E-4    
  976          0.00539703    0.00150548    -3.24E-6     -0.0841123   98.30843448  96.3597      7.734483E-4    
  977          0.00325948    4.6782E-4     6.5838E-4    -0.08551363  98.30538621  96.35675862  0.0010286207   
  978          0.00354786    8.0607E-4     9.6E-5       -0.08478653  98.2411069   96.38946207  8.396552E-4    
  979          0.00537903    9.2056E-4     -1.13E-5     -0.08402357  98.12274483  96.46285862  9.896552E-4    
  980          0.00459276    8.6349E-4     -1.6858E-4   -0.08440651  97.96438276  96.57638621  8.537931E-4    
  981          0.00593303    0.00123099    3.2439E-4    -0.08431078  97.77727931  96.71862759  9.265517E-4    
  982          0.00438366    7.9894E-4     3.1304E-4    -0.08429888  97.57487241  96.89152414  8.113793E-4    
  983          0.00498793    7.8778E-4     -2.5702E-4   -0.08412327  97.36176207  97.08274483  8.337931E-4    
  984          0.00457276    0.00194054    -6.823E-4    -0.08482152  97.14498966  97.27602759  8.303448E-4    
  985          0.00408914    0.001233      7.45E-5      -0.08364243  96.93192414  97.45794483  9.52069E-4     
  986          0.00465379    7.1051E-4     1.76E-5      -0.08394158  96.71482069  97.62996552  0.0010055172   
  987          0.00446924    0.00109834    7.39E-5      -0.08517487  96.47593103  97.77955172  0.0012793103   
  988          0.00452259    3.8396E-4     1.4998E-4    -0.08406487  96.2105069   97.89628276  8.268966E-4    
  989          0.00477948    5.4383E-4     -3.6242E-4   -0.08379683  95.9147931   97.97755517  0.0010224138   
  990          0.00600424    0.00121879    -4.6252E-4   -0.08390424  95.57576207  98.03214138  9.72069E-4     
  991          0.00495628    4.3213E-4     -3.0019E-4   -0.08400304  95.21435862  98.0586931   8.596552E-4    
  992          0.00537169    8.9691E-4     -3.82E-4     -0.08448433  94.82381379  98.07273448  8.87931E-4     
  993          0.00542128    0.00119006    -4.67E-5     -0.08419599  94.34404483  98.07998966  9.87931E-4     
  994          0.00621021    3.4147E-4     2.2067E-4    -0.08374259  93.63032759  98.07830345  0.0011693103   
  995          0.003071      6.8879E-4     -5.5169E-4   -0.08392719  92.4093069   98.08345172  8.4E-4         
  996          0.00505748    0.0012933     5.74E-5      -0.08415793  90.30053103  98.09978621  9.131034E-4    
  997          0.00548721    0.00122161    3.6441E-4    -0.08380581  86.93748276  98.12417931  9.482759E-4    
  998          0.00428976    6.464E-4      -3.029E-4    -0.08400975  82.03393103  98.15242759  9.368966E-4    
  999          0.00506531    8.7482E-4     -2.1476E-4   -0.08397093  75.44106552  98.18474483  9.8E-4         
  1000         0.00499076    9.7363E-4     -1.94E-5     -0.08399853  67.28032414  98.22368276  8.806897E-4    
  1001         0.00410145    -4.9777E-4    -3.8853E-4   -0.08357236  57.96488966  98.25462069  7.462069E-4    
  1002         0.00587824    6.0389E-4     5.9E-5       -0.08367639  48.08346552  98.27333793  9.131034E-4    
  1003         0.00401521    3.4142E-4     7.45E-5      -0.08322766  38.3178      98.28426552  9.231034E-4    
  1004         0.00396634    4.101E-4      -6.35E-5     -0.08403221  29.36553103  98.27574828  7.941379E-4    
  1005         0.00393866    6.3227E-4     -6.3671E-4   -0.08363758  21.69526483  98.25201034  7.641379E-4    
  1006         0.00416245    9.3789E-4     -2.7206E-4   -0.08422888  15.54454552  98.22336552  7.244828E-4    
  1007         0.00326145    4.9957E-4     -5.3221E-4   -0.08290712  10.91227241  98.1955      9.555172E-4    
  1008         0.00365162    3.4247E-4     -4.7502E-4   -0.08365673  7.59602069   98.16223448  7.782759E-4    
  1009         0.00436621    5.5224E-4     2.3665E-4    -0.08417169  5.31949207   98.13055862  6.496552E-4    
  1010         0.00496234    8.7815E-4     -1.5424E-4   -0.08322635  3.80400172   98.10885862  7.327586E-4    
  1011         0.00537841    8.6281E-4     -7.1921E-4   -0.08367713  2.81131966   98.09932759  7.765517E-4    
  1012         0.00414703    5.3282E-4     1.4184E-4    -0.08401682  2.15963448   98.09924483  9.758621E-4    
  1013         0.00372414    0.00110103    -3.44E-5     -0.0837336   1.71586414   98.11043793  0.0011168966   
  1014         0.00580114    0.00114304    3.1815E-4    -0.08349615  1.41215345   98.13465862  8.175862E-4    
  1015         0.00323672    8.9985E-4     2.6509E-4    -0.08292085  1.20120372   98.16077241  0.0010141379   
  1016         0.00699307    3.9908E-4     5.56E-5      -0.08338179  1.05059134   98.18263793  7.982759E-4    
  1017         0.0051289     0.00146333    -3.1393E-4   -0.08407281  0.93523214   98.2117      9.986207E-4    
  1018         0.00398507    0.00115553    -1.2091E-4   -0.08366496  0.84316003   98.22435172  0.0010527586   
  1019         0.00537445    0.00237882    1.2273E-4    -0.08470864  0.76942603   98.22938276  8.786207E-4    
  1020         0.00574362    4.1077E-4     3.8542E-4    -0.08336394  0.71296234   98.23044483  0.0010772414   
  1021         0.00337776    8.2944E-4     -6.9199E-4   -0.08277018  0.67200741   98.22206207  8.02069E-4     
  1022         0.00580476    4.0131E-4     0.00122228   -0.08361722  0.51265913   98.20493793  7.775862E-4    
  1023         0.00439959    0.00130163    -8.4726E-4   -0.08325349  0.31762457   98.17543793  7.751724E-4    
  1024         0.00560624    0.00110258    -4.66E-5     -0.08315295  0.19285202   98.14644828  0.0010896552   
  1025         0.00447524    9.9743E-4     -5.3612E-4   -0.08353021  0.10848592   98.12403448  9.948276E-4    
  1026         0.00388566    0.00120448    -1.1467E-4   -0.08329854  0.05340676   98.08875172  0.0011944828   
  1027         0.00440141    8.1522E-4     2.9884E-4    -0.08315548  0.01502163   98.06085172  0.0010158621   
  1028         0.00505041    0.0011554     1.346E-4     -0.08321884  -0.01181845  98.03214828  8.282759E-4    
  1029         0.00453276    0.0015735     0.00104922   -0.08314133  -0.03073456  98.00083103  9.975862E-4    
  1030         0.00509807    8.1132E-4     -2.29E-5     -0.08270831  -0.04396031  97.97345862  8.52069E-4     
  1031         0.0041421     0.001303      2.6417E-4    -0.0831664   -0.0530777   97.94147586  9.951724E-4    
  1032         0.00582507    3.9844E-4     2.7825E-4    -0.08316751  -0.06005574  97.90215517  0.0010958621   
  1033         0.00402183    0.00108756    2.4599E-4    -0.08322468  -0.06490862  97.85859655  0.0010675862   
  1034         0.00420852    5.4758E-4     -6.64E-5     -0.08320177  -0.06965119  97.81161379  8.903448E-4    
  1035         0.00497334    3.8959E-4     -4.3537E-4   -0.08301306  -0.07206469  97.75207586  0.001037931    
  1036         0.00422069    4.0437E-4     -4.5321E-4   -0.0831067   -0.07413752  97.70081724  0.0010531034   
  1037         0.00387935    1.1014E-4     7.85E-6      -0.08222797  -0.07550475  97.64138621  7.851724E-4    
  1038         0.00296503    0.00106178    2.8304E-4    -0.08292859  -0.07725631  97.56802069  6.806897E-4    
  1039         0.00507162    7.8002E-4     -0.00100472  -0.08274392  -0.07765582  97.49048276  8.055172E-4    
  1040         0.00417435    0.00114047    1.7958E-4    -0.08339427  -0.07883475  97.39300345  9.817241E-4    
  1041         0.00355828    8.8553E-4     4.2188E-4    -0.08335514  -0.07904601  97.2771931   8.865517E-4    
  1042         0.00461634    6.5715E-4     -4.6489E-4   -0.08264275  -0.07984959  97.13005862  0.0010017241   
  1043         0.00491028    0.00100206    5.75E-5      -0.08337531  -0.08051312  96.93413793  8.134483E-4    
  1044         0.00374559    0.0011012     -2.5827E-4   -0.08375763  -0.08103105  96.68173448  8.262069E-4    
  1045         0.00444779    0.00114208    -3.8015E-4   -0.08336924  -0.08121686  96.3691069   7.548276E-4    
  1046         0.00355969    8.856E-4      -8.8952E-4   -0.08321589  -0.08079203  95.98506207  9.882759E-4    
  1047         0.00575641    7.8354E-4     2.6956E-4    -0.0835759   -0.08163605  95.52543793  7.965517E-4    
  1048         0.00405383    1.021E-4      -9.0551E-4   -0.08313812  -0.08236267  94.99911724  6.931034E-4    
  1049         0.00404783    6.9146E-4     -1.6975E-4   -0.08271016  -0.08179546  94.42902759  0.0010762069   
  1050         0.00428579    0.00114457    2.666E-4     -0.08383571  -0.08170501  93.83692759  0.0010286207   
  1051         0.00467003    2.9477E-4     4.1979E-4    -0.08235806  -0.08225887  93.23836207  9.106897E-4    
  1052         0.00493072    1.0988E-4     -4.2301E-4   -0.0831213   -0.08164231  92.65        9.241379E-4    
  1053         0.00634159    6.7977E-4     -0.0010471   -0.0831932   -0.08228975  92.10451724  9.906897E-4    
  1054         0.00334745    5.9652E-4     9.98E-5      -0.08238351  -0.08181048  91.57886552  0.0010462069   
  1055         0.00463107    0.00127094    9.05E-5      -0.08346404  -0.08129183  91.05288966  0.0010834483   
  1056         0.0045201     0.00106778    6.64E-5      -0.08326277  -0.08304794  90.45922759  9.02069E-4     
  1057         0.00360862    0.00107011    2.5491E-4    -0.08319335  -0.08289564  89.66606552  0.0010896552   
  1058         0.00475424    0.00155073    5.6324E-4    -0.08379262  -0.08254421  88.51294828  8.027586E-4    
  1059         0.00467697    0.00177834    6.09E-5      -0.08295124  -0.08293746  86.78724138  0.0010141379   
  1060         0.0051409     0.00110578    1.2571E-4    -0.0831385   -0.08227358  84.2558069   9.562069E-4    
  1061         0.00456355    0.00168599    2.4288E-4    -0.08364692  -0.08206809  80.69453793  0.0011227586   
  1062         0.004117      0.00187776    2.6964E-4    -0.08310041  -0.08279353  75.91865517  0.0011889655   
  1063         0.00346307    0.00190912    -1.99E-5     -0.08313188  -0.08240388  69.82715172  0.0011437931   
  1064         0.00382317    0.00215277    9.99E-5      -0.08320766  -0.08229497  62.52074828  0.0010527586   
  1065         0.00588117    0.00167423    -7.44E-5     -0.08327684  -0.08289828  54.29917414  0.0012755172   
  1066         0.00379993    0.001704      -5.4735E-4   -0.08246017  -0.08206539  45.62911759  0.0012041379   
  1067         0.00694221    0.0014682     8.9793E-4    -0.08266208  -0.08268478  37.07126552  8.293103E-4    
  1068         0.00325952    0.00180463    -1.4125E-4   -0.08213396  -0.08202362  29.15648759  0.0011903448   
  1069         0.00488855    0.00132913    2.0264E-4    -0.08283171  -0.08340985  22.28442448  0.0012286207   
  1070         0.00460197    0.00162379    -2.6672E-4   -0.08362104  -0.08226427  16.67047069  0.0011041379   
  1071         0.00480645    0.00167102    -1.15E-4     -0.0831049   -0.0829342   12.30931966  0.0011527586   
  1072         0.00413983    0.00171086    2.4893E-4    -0.083511    -0.08238182  9.05642483   0.0011631034   
  1073         0.00482093    0.00159374    -6.9752E-4   -0.08347466  -0.08311738  6.72320965   0.0011572414   
  1074         0.00496514    0.00138923    -2.3824E-4   -0.08277287  -0.08248539  5.10316172   0.0013010345   
  1075         0.00468124    0.00144415    -7.8417E-4   -0.08246155  -0.0820122   4.00085138   0.0010355172   
  1076         0.00473062    1.8252E-4     -2.8575E-4   -0.08397977  -0.08222649  3.23737241   0.001137931    
  1077         0.0051509     0.00111093    -5.6887E-4   -0.0833801   -0.08341536  2.69669138   0.0011893103   
  1078         0.00511445    0.00123161    -2.7966E-4   -0.08301298  -0.08333993  2.31629172   0.0011896552   
  1079         0.00431121    7.0671E-4     -6.8579E-4   -0.08333811  -0.08177968  2.06316862   0.0011468966   
  1080         0.00520559    0.0016106     -7.9846E-4   -0.0827429   -0.08308921  1.18204701   0.0010713793   
  1081         0.00368538    0.00100757    -2.6684E-4   -0.08327328  -0.08181951  0.78186524   0.0012324138   
  1082         0.00559       0.00136045    7.54E-5      -0.08358066  -0.08283906  0.52286077   0.0011931034   
  1083         0.00487517    6.9134E-4     2.3575E-4    -0.08317198  -0.08296668  0.3540625    8.903448E-4    
  1084         0.00534238    0.00127203    1.1082E-4    -0.08342983  -0.08273658  0.24263893   0.0013027586   
  1085         0.00581459    8.9918E-4     2.5731E-4    -0.08311422  -0.08269494  0.16756727   0.0011327586   
  1086         0.00384479    0.00116609    -8.2928E-4   -0.0836559   -0.08264992  0.11709669   0.0011672414   
  1087         0.0051761     0.00144153    -1.7471E-4   -0.08331855  -0.08326706  0.08368177   0.0011768966   
  1088         0.00643614    5.3907E-4     9.6931E-4    -0.0832711   -0.08200075  0.05956583   0.0013241379   
  1089         0.00485679    0.00169103    -3.0229E-4   -0.08398607  -0.08291194  0.04362047   0.0012         
  1090         0.00581852    4.7808E-4     -2.486E-4    -0.08335748  -0.08277959  0.03182469   0.0013403448   
  1091         0.00499214    0.00115179    -2.9229E-4   -0.08333294  -0.08277964  0.02313808   0.0012282759   
  1092         0.00660648    0.00239823    1.4854E-4    -0.08310545  -0.08262309  0.01797817   0.0015865517   
  1093         0.00758583    0.001444      -1.4845E-4   -0.08324569  -0.0830761   0.01293725   0.0014841379   
  1094         0.00849155    0.00101636    5.44E-5      -0.08321065  -0.08242526  0.01119921   0.0018937931   
  1095         0.0081559     0.00193852    4.4341E-4    -0.08283342  -0.08253679  0.00833828   0.0016365517   
  1096         0.01044786    0.00172939    1.5171E-4    -0.08410514  -0.08277018  0.00633391   0.0015962069   
  1097         0.01061531    0.00109917    -1.556E-4    -0.08388924  -0.08298165  0.00537765   0.0019762069   
  1098         0.00994707    0.0024647     -4.1038E-4   -0.0834014   -0.0825786   0.00369164   0.0022103448   
  1099         0.01076214    0.00215096    -4.8863E-4   -0.08313621  -0.08194089  0.00318824   0.0022258621   
  1100         0.01077938    0.00270941    -5.9364E-4   -0.08334281  -0.08360283  0.00208123   0.002392069    
